game_id,novelty_play,play_seq,recent_similar_game_id,recent_similar_play_seq
OAK199509150,5,"1B, K, 8, 2, 8",SDN198804230,"1B, K, 8, 2, 1B"
PIT199509150,5,"13, 8, 8, 43, 43",PHA192710011,"13, 8, 8, 43, 1B"
SDN199509150,5,"K, 63, 2B, 7, 43",TOR198908270,"K, 63, 2B, 7, 3"
SLN199509150,4,"7, 63, 6, 2B",BOS199006290,"7, 63, 6, 8"
TOR199509150,4,"K, 2B, HBP, K",HOU198608130,"K, 2B, HBP, BB"
BAL199509160,6,"7, BB, SB2, K, BB, 6",KC1196707232,"7, BB, SB2, K, BB, 8"
CAL199509160,5,"1B, E5, 1B, K, 1B",ATL197706032,"1B, E5, 1B, K, 1"
CHA199509160,5,"7, 1B, K, 8, 3",MIN198807050,"7, 1B, K, 8, K"
CIN199509160,5,"1B, 3, 31, BB, 1B",SFN196805180,"1B, 3, 31, BB, K"
CLE199509160,5,"1B, PO1, 4, K, 43",SDN197406070,"1B, PO1, 4, K, K"
COL199509160,4,"K, 53, HBP, 78",TEX199207120,"K, 53, HBP, 1B"
DET199509160,5,"9, 1B, 2B, IBB, 3",CAL198406190,"9, 1B, 2B, IBB, 31"
MON199509160,4,"8, 63, 53, 13",CAL198905200,"8, 63, 53, 3"
NYN199509160,4,"8, 1, 63, K",BAL195806010,"8, 1, 63, 1B"
OAK199509160,4,"9, 7, 4, 8",ATL199006192,"9, 7, 4, E3"
PIT199509160,5,"63, 9, 9, K, K",SEA198904180,"63, 9, 9, K, 5"
SDN199509160,4,"43, 9, 43, 8",MIL199308250,"43, 9, 43, 63"
SLN199509160,5,"BB, 23, FC;O, 1B, 5(2)",PHI194306151,"BB, 23, FC;O, 1B, 341"
TOR199509160,4,"43, 2B, WP, 3",SLN198709240,"43, 2B, WP, FC;O"
BAL199509170,4,"1, BB, 54(1)3, K",DET191006030,"1, BB, 54(1)3, 1B"
CAL199509170,5,"53, BB, 7, 1B, HR",NYN196605180,"53, BB, 7, 1B, BB"
CHA199509170,4,"9, 1B, 31, K",KCA198710040,"9, 1B, 31, 6"
CIN199509170,6,"63, 1B, K, K, 7, K",BAL198707250,"63, 1B, K, K, 7, 4"
CLE199509170,6,"BB, 46(1), BB, 1B, 1B, SF9",SLA193009100,"BB, 46(1), BB, 1B, 1B, 64(1)"
COL199509170,5,"2B, 1B, 2B, 9, 2B",NYN197908010,"2B, 1B, 2B, 9, 43"
DET199509170,4,"BB, 31, 1B, BB",BRO193207270,"BB, 31, 1B, 9"
MON199509170,4,"5, 8, 8, 1B",SLN198604240,"5, 8, 8, 7"
NYN199509170,4,"43, K, 4, 7",MON199309220,"43, K, 4, 1B"
OAK199509170,3,"8, 3, E4",SFN199507190,"8, 3, BB"
PIT199509170,5,"8, 1B, 46(1), CS2, 13",MON198707040,"8, 1B, 46(1), CS2, K"
SDN199509170,5,"7, 1B, 1B, K, 53",MON198807030,"7, 1B, 1B, K, 43"
SLN199509170,5,"6, 9, 1B, K, 43",CLE192506140,"6, 9, 1B, K, 7"
TOR199509170,6,"9, K, 1B, 64(1), 1B, BB",BAL196506240,"9, K, 1B, 64(1), 1B, 31"
ATL199509180,4,"BB, 3, 53, K",PHI193807270,"BB, 3, 53, 9"
BOS199509180,4,"K, 53, 3, 5",SLN199509110,"K, 53, 3, 53"
CHA199509180,5,"K, BB, 46(1)3, 1B, SB2",MIL198905100,"K, BB, 46(1)3, 1B, BB"
CIN199509180,5,"9, 8, HR, BB, 1B",CIN195709150,"9, 8, HR, BB, 8"
DET199509180,6,"K, 9, 1B, 7, 1B, 2B",PHI198210020,"K, 9, 1B, 7, 1B, XI"
HOU199509180,4,"2B, FC;O, K, K",CAL199508260,"2B, FC;O, K, 1B"
KCA199509181,3,"2B, HBP, 2B",COL199406050,"2B, HBP, BB"
KCA199509182,5,"2B, 63, 6, 8, 31",NYA198009190,"2B, 63, 6, 8, 1B"
NYA199509180,6,"8, 6, K, K, 1B, K",CLE199306180,"8, 6, K, K, 1B, 8"
OAK199509180,4,"9, 1B, 8, 53",BOS199308300,"9, 1B, 8, 6"
PHI199509180,4,"BB, SB2, SB3, 4",BAL198806030,"BB, SB2, SB3, BB"
PIT199509180,5,"K, 1B, FC;NO, 1B, K",SLA192009130,"K, 1B, FC;NO, 1B, BB"
SDN199509180,4,"4, K, 2B, 6",CIN199308170,"4, K, 2B, K"
SEA199509180,5,"BB, 14, SB3, 1B, 7",BAL196704232,"BB, 14, SB3, 1B, CS2"
ATL199509190,5,"4, 13, K, 53, 7",CLE195406160,"4, 13, K, 53, 1B"
BOS199509190,5,"8, 13, K, BB, 2B",OAK199307010,"8, 13, K, BB, 13"
CHA199509190,6,"1B, 6, SB2, BB, SB3, IBB",NYN198207091,"1B, 6, SB2, BB, SB3, K"
CIN199509190,5,"9, K, 9, 1B, 6(1)3",NYA199507190,"9, K, 9, 1B, 1"
DET199509190,3,"3B, 2B, 4(B)6(2)",CIN199509140,"3B, 2B, 43"
HOU199509190,6,"1B, 1B, K, K, 8, 4",BOS199107190,"1B, 1B, K, K, 8, 1B"
KCA199509190,5,"K, BB, 46(1), 8, K",MIL199508240,"K, BB, 46(1), 8, 7"
LAN199509190,5,"BB, SB2, 13, BB, 1B",CIN199309180,"BB, SB2, 13, BB, K"
NYA199509190,4,"HR, 3, 3, 2B",BSN194508130,"HR, 3, 3, K"
OAK199509190,5,"43, 7, 1B, 31, K",CLE198406290,"43, 7, 1B, 31, 7"
PHI199509190,5,"63, 4, K, 63, K",PHI195608160,"63, 4, K, 63, 43"
PIT199509190,5,"53, 3, 2B, K, 53",ATL198306120,"53, 3, 2B, K, 1B"
SDN199509190,5,"63, K, BB, 2B, 9",CLE199007310,"63, K, BB, 2B, 2B"
SEA199509190,4,"2B, 23, SF8, 1B",SEA198904170,"2B, 23, SF8, 43"
ATL199509200,4,"31, 9, K, 7",TOR199104090,"31, 9, K, 2B"
BOS199509200,5,"8, K, 9, 2B, E1",HOU196807260,"8, K, 9, 2B, K"
CHA199509200,4,"BB, SB2, 5, SF7",TOR198910080,"BB, SB2, 5, 1B"
CIN199509200,5,"1B, 53, 8, 7, BB",KCA198007210,"1B, 53, 8, 7, 63"
DET199509200,5,"7, 43, K, 63, 2B",TEX199209220,"7, 43, K, 63, 43"
HOU199509200,6,"7, K, BB, 3, BB, CS2",NYA196406180,"7, K, BB, 3, BB, 1B"
KCA199509200,3,"HBP, HBP, 64(1)3",SFN198309070,"HBP, HBP, BB"
LAN199509200,3,"E7, 8, 9",ATL197508082,"E7, 8, FC;O"
NYA199509200,5,"K, 1B, 54(1), SB2, BB",BOS198910010,"K, 1B, 54(1), SB2, K"
OAK199509200,5,"K, K, 2B, K, 8",TEX199407012,"K, K, 2B, K, 4"
PHI199509200,5,"7, K, K, 8, 43",PIT199505050,"7, K, K, 8, BB"
PIT199509200,6,"K, K, 53, 1B, 1B, 2B",BOS197106250,"K, K, 53, 1B, 1B, BB"
SDN199509200,4,"4, 43, 63, 3",MON198408110,"4, 43, 63, 2"
SEA199509200,5,"1B, POCS2, K, BB, 9",NYN197605190,"1B, POCS2, K, BB, 64(1)"
ATL199509210,6,"K, 7, K, K, 3, 5",WS1196009230,"K, 7, K, K, 3, 8"
CHA199509210,4,"8, 1B, 1B, E8",CHN199507250,"8, 1B, 1B, 64(1)"
CHN199509210,4,"6, 1B, 5, 54(1)",SDN199007240,"6, 1B, 5, 8"
DET199509210,5,"9, 1B, 1B, 3, 6",HOU198204120,"9, 1B, 1B, 3, 2"
KCA199509210,4,"13, E5, BB, 64(1)3",SLN194105301,"13, E5, BB, BB"
LAN199509210,4,"9, 1B, 53, 43",MIL199208060,"9, 1B, 53, WP"
NYA199509210,3,"2B, 6, 2",MIN199505120,"2B, 6, 63"
PHI199509210,4,"BB, 7, POCS2, K",TEX199005160,"BB, 7, POCS2, 9"
SFN199509210,6,"BB, 6(1)3, 1B, 3, 1B, 53",CHA194308160,"BB, 6(1)3, 1B, 3, 1B, SB2"
ATL199509220,4,"53, 4, 3, K",MIN197304130,"53, 4, 3, BB"
CHN199509220,4,"8, 6, 63, 5",PIT199509130,"8, 6, 63, 43"
FLO199509220,5,"8, 2B, 3, K, 1B",CAL199405030,"8, 2B, 3, K, 63"
HOU199509220,5,"9, 8, 43, 8, 53",PHI197705100,"9, 8, 43, 8, 3B"
KCA199509220,4,"BB, BB, SB3, BB",PHI199009011,"BB, BB, SB3, SF7"
LAN199509220,4,"5, 53, 7, 23",TOR199507220,"5, 53, 7, 1B"
MIL199509220,6,"4, BB, SB2, 1B, HR, 7",NYA199208050,"4, BB, SB2, 1B, HR, K"
MIN199509220,5,"3, BB, 46(1)3, 2B, 3B",CHA197007200,"3, BB, 46(1)3, 2B, PB"
PHI199509220,4,"8, 3B, K, K",SFN198307311,"8, 3B, K, 4"
SEA199509220,6,"53, K, 1B, K, 7, 8",SLN196808070,"53, K, 1B, K, 7, HBP"
SFN199509220,4,"9, 8, E6, BB",CIN192704140,"9, 8, E6, SB2"
TEX199509220,5,"8, 7, 1B, K, 1B",CLE199307190,"8, 7, 1B, K, 63"
ATL199509230,6,"K, 1B, PO1, 8, 3B, BB",MLN196006151,"K, 1B, PO1, 8, 3B, 53"
BOS199509231,5,"3, K, K, 8, 4",CLE198305270,"3, K, K, 8, 1B"
BOS199509232,5,"6, 1B, 1B, SF7, 63",SFN199308210,"6, 1B, 1B, SF7, 43"
CHN199509230,4,"31, 43, 7, BB",TOR199006190,"31, 43, 7, 1B"
FLO199509230,5,"BB, 1B, 8, 8, K",CHN199109090,"BB, 1B, 8, 8, BB"
HOU199509230,5,"1B, 1B, 3, SF8, K",OAK197706050,"1B, 1B, 3, SF8, 63"
KCA199509230,3,"1B, SB2, E8",TOR199509140,"1B, SB2, 8"
LAN199509230,5,"13, 1B, 46(1), 46(1), 1B",BSN192406171,"13, 1B, 46(1), 46(1), 6"
MIL199509230,4,"3, K, 3, 7",MIL199406010,"3, K, 3, 63"
MIN199509230,5,"3B, K, BB, 1B, 1B",SEA198004190,"3B, K, BB, 1B, HBP"
NYA199509231,5,"BB, 5, BB, K, 7",PHI194506222,"BB, 5, BB, K, 6"
NYA199509232,5,"1B, PO1, 1B, 1B, K",HOU199109220,"1B, PO1, 1B, 1B, 6(B)6(2)"
PHI199509230,4,"BB, 1B, K, 46(1)",DET199509150,"BB, 1B, K, 64(1)3"
SEA199509230,5,"K, 53, K, 2B, 4",PHI199309260,"K, 53, K, 2B, K"
SFN199509230,4,"HBP, 13, 7, BB",PIT193008121,"HBP, 13, 7, 8"
TEX199509230,6,"K, K, BB, 3, 1B, WP",CHN196906210,"K, K, BB, 3, 1B, K"
ATL199509240,6,"K, 63, K, K, 4, 3",PIT197806200,"K, 63, K, K, 4, 7"
BOS199509240,6,"53, BB, 1B, SF8, K, 43",CIN192307280,"53, BB, 1B, SF8, K, 53"
CHN199509240,6,"6, K, 43, 63, 43, 7",CHA194507050,"6, K, 43, 63, 43, 3"
FLO199509240,5,"1B, SB2, BB, 1B, SF9",PIT199209260,"1B, SB2, BB, 1B, 7"
HOU199509240,6,"1B, 1B, 46(1)3, 43, 13, 2",SLN196507200,"1B, 1B, 46(1)3, 43, 13, 1"
KCA199509240,5,"7, BB, K, WP, BB",LAN196408210,"7, BB, K, WP, 53"
LAN199509240,7,"1B, 9, SB2, BB, SB2, K, WP",DET198209250,"1B, 9, SB2, BB, SB2, K, 3"
MIL199509240,5,"43, 6, 3, 7, 8",WS1192408120,"43, 6, 3, 7, K"
MIN199509240,4,"3B, SF9, K, 31",PIT199108140,"3B, SF9, K, HR"
NYA199509240,5,"9, BB, 8, 1B, PO1",TEX199108110,"9, BB, 8, 1B, 63"
PHI199509240,5,"BB, K, BB, CS3, BB",CHN193907021,"BB, K, BB, CS3, 9"
SEA199509240,5,"1B, 3, 43, K, 3",NYA196708292,"1B, 3, 43, K, 23"
SFN199509240,4,"2, 4, K, 1",PHI199208220,"2, 4, K, 9"
TEX199509240,4,"BB, 13, K, 1B",NYN199009150,"BB, 13, K, K"
BOS199509250,5,"7, 7, K, 43, BB",CIN199206030,"7, 7, K, 43, K"
CHN199509250,6,"K, 63, BB, CS2, 43, BB",CHA191909050,"K, 63, BB, CS2, 43, 3"
FLO199509250,4,"7, 2B, HR, 7",SLN199109130,"7, 2B, HR, 8"
HOU199509250,7,"K, 1B, SB2, K, BB, K, 1B",OAK198604250,"K, 1B, SB2, K, BB, K, BB"
LAN199509250,3,"43, E3, CS2",CLE198406281,"43, E3, 1B"
MIN199509250,6,"1B, SB2, BB, 1B, SF9, K",FLO199509240,"1B, SB2, BB, 1B, SF9, BB"
NYN199509250,6,"1B, SB2, 43, BB, K, 31",CHA197809260,"1B, SB2, 43, BB, K, 64(1)"
SFN199509250,5,"K, 3, 43, K, K",MIL199507180,"K, 3, 43, K, BB"
BOS199509260,5,"9, 53, 9, 2B, 9",ATL198506140,"9, 53, 9, 2B, HR"
CHN199509260,4,"K, 1B, 46(1)3, 7",SEA199507010,"K, 1B, 46(1)3, 8"
FLO199509260,5,"K, HR, 7, 3, 1B",CHA199404220,"K, HR, 7, 3, 3"
HOU199509260,5,"9, 1B, 1B, 64(1)3, 7",KCA199108100,"9, 1B, 1B, 64(1)3, 1B"
KCA199509260,4,"1B, BB, E1, SF9",BRO194808100,"1B, BB, E1, 3"
LAN199509260,3,"4, E4, 1B",OAK199106070,"4, E4, E1"
MIL199509260,5,"43, 1B, 7, 9, 8",BSN195108262,"43, 1B, 7, 9, 7"
MIN199509260,4,"BB, SB2, BB, 16(1)3",PIT199508300,"BB, SB2, BB, K"
PHI199509260,6,"53, 7, HR, 1B, 1B, HR",MIN196908250,"53, 7, HR, 1B, 1B, 7"
SEA199509260,6,"7, 8, 43, K, 1B, 7",KC1196704162,"7, 8, 43, K, 1B, HR"
SFN199509260,5,"8, 1B, 7, BB, 3",LAN196208010,"8, 1B, 7, BB, 1B"
TEX199509260,4,"BB, 8, 46(1), HR",WS1195107081,"BB, 8, 46(1), 6"
TOR199509260,5,"7, 7, 1B, BB, 6",MON198404130,"7, 7, 1B, BB, K"
BOS199509270,4,"1B, PB, 8, K",BAL196805210,"1B, PB, 8, 8"
CHN199509270,4,"K, HR, 1B, BB",FLO199507020,"K, HR, 1B, POCS2"
FLO199509270,4,"BB, BB, K, 43(B)6(1)",LAN199506230,"BB, BB, K, 1B"
HOU199509270,5,"43, 9, 1B, 1B, SB2",MIN199105220,"43, 9, 1B, 1B, K"
KCA199509270,3,"1B, 13, IBB",ATL199508310,"1B, 13, 63"
LAN199509270,4,"53, K, 1, 1B",OAK198909250,"53, K, 1, 43"
MIL199509270,5,"43, BB, 7, 53, 63",ATL197008130,"43, BB, 7, 53, 4"
MIN199509270,4,"7, 7, 3, BB",CLE199508290,"7, 7, 3, 9"
NYN199509271,7,"3, 1B, SB2, K, 9, 1B, K",MIN197408100,"3, 1B, SB2, K, 9, 1B, 1B"
NYN199509272,5,"K, 63, 5, 43, 9",PHI198206080,"K, 63, 5, 43, 1B"
PHI199509270,4,"63, HR, 1B, 6(1)3",MIN199206180,"63, HR, 1B, BB"
SEA199509270,5,"BB, 63, 9, 1B, 2B",CHN191306050,"BB, 63, 9, 1B, CS2"
SFN199509270,4,"43, 43, 8, 23",MIL199404230,"43, 43, 8, BB"
TEX199509270,5,"K, 9, 3, K, 8",TOR198908300,"K, 9, 3, K, BB"
TOR199509270,4,"5, 7, 3, 53",PIT196806201,"5, 7, 3, 63"
CAL199509280,3,"6, 1B, 4(1)3",BOS199509232,"6, 1B, 1B"
CHN199509280,5,"7, 63, 2B, 1B, 43",KCA199008130,"7, 63, 2B, 1B, 8"
COL199509280,5,"1B, 1B, HR, 4, 43",BAL195609080,"1B, 1B, HR, 4, BB"
KCA199509280,5,"43, 63, 3, K, 53",PHI197108020,"43, 63, 3, K, 4"
MIL199509280,6,"K, 53, 1B, 2B, 1B, HR",KCA197309040,"K, 53, 1B, 2B, 1B, 54(1)"
MIN199509280,4,"63, 9, 8, HBP",ATL199309020,"63, 9, 8, 1B"
MON199509280,5,"43, 9, K, 1B, 5",OAK199508270,"43, 9, K, 1B, 7(B)4(2)"
TEX199509280,3,"31, 9, 9",ATL199509200,"31, 9, K"
BAL199509290,5,"6, 43, 1B, K, 4",DET197108312,"6, 43, 1B, K, 1B"
CAL199509290,5,"13, 63, 53, K, E6",SLN196805080,"13, 63, 53, K, 7"
CHA199509290,5,"BB, CS2, 7, 43, 9",NYA199208220,"BB, CS2, 7, 43, BB"
CHN199509290,6,"43, 1B, 1B, K, K, 8",SEA199404300,"43, 1B, 1B, K, K, BB"
CLE199509290,5,"K, 1B, 46(1)3, 3, 1B",SDN198907210,"K, 1B, 46(1)3, 3, 2B"
COL199509290,4,"53, 1B, BB, WP",MON199509080,"53, 1B, BB, 43"
FLO199509290,4,"2B, 8, SF7, K",MIN199108210,"2B, 8, SF7, 31"
MIL199509290,5,"7, 8, 1B, K, 7",KCA199407170,"7, 8, 1B, K, 43"
MON199509290,5,"1B, 43, 3, 1B, HR",TEX199507290,"1B, 43, 3, 1B, 43"
NYN199509290,5,"6, 43, 53, 1B, BB",BAL196806290,"6, 43, 53, 1B, 3"
SDN199509290,5,"13, 53, K, 63, 5",BOS198707240,"13, 53, K, 63, E4"
SLN199509290,5,"43, 63, 53, K, 43",NY1194609152,"43, 63, 53, K, 9"
TEX199509290,6,"K, 1B, CS2, K, 63, BB",SEA199404250,"K, 1B, CS2, K, 63, 3"
TOR199509290,4,"8, 1B, 46(1), 4",PIT199509170,"8, 1B, 46(1), CS2"
BAL199509300,6,"53, 63, K, 9, BB, SB2",CLE196508110,"53, 63, K, 9, BB, 63(B)64(1)"
CAL199509300,4,"BB, 1B, BB, 96(1)",BOS199308110,"BB, 1B, BB, K"
CHA199509300,4,"BB, 1B, 6(1)3, PB",OAK199506200,"BB, 1B, 6(1)3, 9"
CHN199509300,7,"BB, HR, HR, K, BB, 1B, 31",CIN196408090,"BB, HR, HR, K, BB, 1B, 2B"
CLE199509300,5,"43, 7, 7, K, 53",BSN193506192,"43, 7, 7, K, 43"
COL199509300,3,"31, E5, 3",FLO199506110,"31, E5, WP"
FLO199509300,6,"3B, K, 1B, K, K, K",NYN198709230,"3B, K, 1B, K, K, 6"
MIL199509300,4,"3B, 2B, 1B, 2B",PHI199407190,"3B, 2B, 1B, 8"
MON199509300,7,"8, K, K, K, E6, 1B, FC;NO",SLN196905060,"8, K, K, K, E6, 1B, 1B"
NYN199509300,5,"53, 63, K, 3, 9",MON198109210,"53, 63, K, 3, 63"
SDN199509300,5,"63, 5, K, K, 63",BAL197804140,"63, 5, K, K, K"
SLN199509300,6,"1B, CS2, K, 1B, K, 2B",NYA198707090,"1B, CS2, K, 1B, K, BB"
TEX199509300,5,"63, 7, 1B, BB, 2B",KCA199308270,"63, 7, 1B, BB, BB"
TOR199509300,5,"BB, 1B, HR, K, 2B",TEX199306260,"BB, 1B, HR, K, 143"
BAL199510010,5,"K, 1B, 54(1)3, 43, K",SEA198708100,"K, 1B, 54(1)3, 43, 1B"
CAL199510010,4,"1, K, K, 2B",CLE199210010,"1, K, K, 53"
CHA199510010,6,"63, 9, 53, 1B, 1B, 3",LAN197104130,"63, 9, 53, 1B, 1B, 31"
CHN199510010,4,"7, 1B, 54(1)3, 7",NYN199509130,"7, 1B, 54(1)3, HR"
CLE199510010,5,"1B, 1B, K, 64(1), 3",LAN197806180,"1B, 1B, K, 64(1), 53"
COL199510010,4,"1B, 14, K, HR",CLE197904240,"1B, 14, K, 7"
FLO199510010,6,"BB, K, BB, K, K, 53",ATL199004112,"BB, K, BB, K, K, 5"
MIL199510010,4,"8, 8, 31, 8",DET197906280,"8, 8, 31, 9"
MON199510010,3,"BB, 1B, POCS3",CAL199509300,"BB, 1B, BB"
NYN199510010,4,"9, 5, 31, K",HOU199208310,"9, 5, 31, 1B"
SDN199510010,5,"1B, 9, SB2, 1B, 6(1)3",CAL199305080,"1B, 9, SB2, 1B, 2B"
SLN199510010,4,"HR, 3, BB, 8",CAL198408270,"HR, 3, BB, K"
TEX199510010,3,"1, BB, 63",BAL199509170,"1, BB, 54(1)3"
TOR199510010,4,"BB, 2B, 6, 2B",OAK199310030,"BB, 2B, 6, 7"
SEA199510020,5,"3, 53, K, 1B, 13",ATL199105170,"3, 53, K, 1B, 7"
CLE199510030,5,"3, 53, 3, 43, K",CIN198006220,"3, 53, 3, 43, 1B"
COL199510030,4,"63, 1B, 3(B)6(1), 43",BAL196808090,"63, 1B, 3(B)6(1), HBP"
LAN199510030,5,"K, 1B, 1B, 2, 2B",MIL199407200,"K, 1B, 1B, 2, K"
NYA199510030,5,"K, 7, 3, 8, 7",OAK198009230,"K, 7, 3, 8, BB"
CLE199510040,3,"E7, E3, WP",TOR198907180,"E7, E3, PO1"
COL199510040,4,"HR, BB, 54(1), 6",SLA195306071,"HR, BB, 54(1), 9"
LAN199510040,5,"63, 8, 4, 1B, 13",LAA196404230,"63, 8, 4, 1B, SB2"
NYA199510040,5,"63, 63, 8, 8, 6",CLE199207230,"63, 63, 8, 8, K"
ATL199510060,4,"BB, 1, K, WP",CIN197909060,"BB, 1, K, BB"
BOS199510060,4,"9, 7, 3, K",MIL198905270,"9, 7, 3, BB"
CIN199510060,5,"K, 13, K, 7, 1B",ATL199210180,"K, 13, K, 7, 9"
SEA199510060,5,"9, BB, 8, SB2, 4",CLE192908080,"9, BB, 8, SB2, K"
ATL199510070,5,"1B, 14, SB3, K, K",BOS192506150,"1B, 14, SB3, K, 643"
SEA199510070,4,"2B, 1B, BB, SF5",COL199404220,"2B, 1B, BB, 2B"
SEA199510080,6,"K, K, 7, 7, 8, 6",SLN196809061,"K, K, 7, 7, 8, 2B"
CIN199510100,4,"K, 1, 8, 8",KCA198905090,"K, 1, 8, 63"
SEA199510100,5,"BB, BB, BB, K, 5",TOR199307100,"BB, BB, BB, K, 46(1)"
CIN199510110,5,"1B, 13, 1B, 7, 31",TEX198409040,"1B, 13, 1B, 7, 64(1)"
SEA199510110,4,"8, 6, 1B, BB",TOR199207080,"8, 6, 1B, 4"
ATL199510130,4,"31, 53, 53, 1B",CLE198506090,"31, 53, 53, 2B"
CLE199510130,4,"63, HBP, 1B, 4",CLE199405130,"63, HBP, 1B, BB"
ATL199510140,6,"K, 13, K, 53, 63, K",SLN196307150,"K, 13, K, 53, 63, 43"
CLE199510140,5,"6, 7, K, 1B, SB2",LAN199506050,"6, 7, K, 1B, CS2"
CLE199510150,5,"43, 8, BB, 9, 7",NY1194706020,"43, 8, BB, 9, 1B"
SEA199510170,6,"K, 53, 1B, 1B, 64(1), 43",SDN197506190,"K, 53, 1B, 1B, 64(1), 7"
ATL199510210,3,"E6, K, SB3",OAK199406290,"E6, K, BB"
ATL199510220,5,"63, 53, 63, 9, BB",CLE198304260,"63, 53, 63, 9, 1B"
CLE199510240,5,"8, 43, 2B, 1B, 6",BOS195308021,"8, 43, 2B, 1B, 8"
CLE199510250,5,"1B, SB2, 6, 8, BB",CHN197508220,"1B, SB2, 6, 8, 3"
CLE199510260,4,"13, 13, 2B, K",HOU197905080,"13, 13, 2B, 43"
ATL199510280,5,"9, K, 13, 3, 1B",DET196406170,"9, K, 13, 3, BB"
